|word|wordcount
246|петр порошенко|24
247|украины петр|24
248|числе сша|24
249|пишет коммерсант|24
250|словам ближайшее|24
251|присоединения региона|24
252|двое сотрудников|24
253|изначально предполагалось|24
254|избран президентом|24
255|случае признания|24
256|новости ходе|24
257|отправлен отставку|24
258|результате катастрофы|23
259|газпром намерен|23
260|следственного комитета|23
261|марта россии|23
262|случае удастся|23
263|глава государства|23
264|подчеркнул настоящее|23
265|сократился процента|23
266|речь идет|23
267|никаких доказательств|23
268|франции германии|23
269|ранее занимал|23
270|сообщении указывается|23
271|принять участие|23
272|ходе следствия|23
273|расследование дела|23
274|обороны россии|23
275|сша начались|23
276|результате землетрясения|23
277|предвыборной кампании|23
278|погибли госпитализированы|23
279|путин предложил|22
280|размере рублей|22
281|процедура присоединения|22
282|частности сша|22
283|заявил намерен|22
284|банк россии|22
285|степени тяжести|22
286|региона соответствовала|22
287|ввп страны|22
288|хватает средств|22
289|выросла процента|22
290|пресс службе|22
291|ходе предвыборной|22
292|агентство настоящее|22
293|беспорядков убиты|22
294|суд признал|22
295|ближайших недель|22
296|находятся числе|22
297|председателем правления|22
298|заместителем руководителя|22
299|массовые акции|22
300|размере долларов|22
301|прибыли сотрудники|22
302|екатеринбурге екатеринбурге|22
303|ростове дону|21
304|заявил ближайшее|21
305|президент сша|21
306|международного права|21
307|сотрудников милиции|21
308|задержанных возбуждено|21
309|правоохранительные органы|21
310|рост цен|21
311|агентства ходе|21
312|настоящее тюрьме|21
313|число жертв|21
314|соответствовала нормам|21
315|различной степени|21
316|полицией погибли|21
317|ющенко заявил|21
318|самопровозглашенных республик|21
319|нормам международного|21
320|результате перестрелки|21
321|общего числа|21
322|произошедшей среду|21
323|лдпр лдпр|21
324|настоящее россии|21
325|сша барак|20
326|ливии ливии|20
327|объем предложения|20
328|санкции россии|20
329|марта сообщает|20
330|представителя ведомства|20
331|барак обама|20
332|приводит тасс|20
333|предложил ужесточить|20
334|ссылаясь источник|20
335|сайте организации|20
336|составил процента|20
337|выросли процента|20
338|признан виновным|20
339|исключает возможности|20
340|словам россии|20
341|решение повышении|20
342|вступлении вто|20
343|сообщили пресс|20
344|советником президента|20
345|говорится сообщении|20
346|беспорядков киеве|20
347|находится стадии|20
348|издания результате|20
349|применение насилия|19
350|вынуждены покинуть|19
351|катастрофы погибли|19
352|доставлен больницу|19
353|ранения различной|19
354|словам результате|19
355|должность вице|19
356|россии футболу|19
357|выборы президента|19
358|сумма сделки|19
359|произошел марта|19
360|бывший глава|19
361|великобритании великобритании|19
362|случае победы|19
363|ближайшее проведен|19
364|манчестер юнайтед|18
365|убиты числе|18
366|детей числе|18
367|обстрела погибли|18
368|россии чемпионом|18
369|отсутствия необходимого|18
370|состоялся референдум|18
371|выручка компании|18
372|результате крушения|18
373|конце февраля|18
374|центре москвы|18
375|чемпионата футболу|18
376|инвестиций экономику|18
377|указ введении|18
378|вышла прокат|18
379|телефонного разговора|18
380|стоимость проезда|18
381|землетрясения магнитудой|18
382|представители правоохранительных|18
383|ходе телефонного|18
384|доставлены больницу|18
385|россии составил|18
386|рф применение|18
387|гу мвд|18
388|февраля президент|18
389|составил миллиардов|18
390|настоящее доме|18
391|живет нью|18
392|участие представители|18
393|необходимого количества|17
394|решение создании|17
395|строгого режима|17
396|двое полицейских|17
397|намерен участвовать|17
398|частности россии|17
399|сайте издания|17
400|председателя правления|17
401|получил тяжелое|17
402|закон контроле|17
403|суд постановил|17
404|частности настоящее|17
405|следствия результате|17
406|вице премьера|17
407|территории россии|17
408|москвы юрий|17
409|президентом украины|17
410|удастся достичь|17
411|колонии строгого|17
412|выплате компенсаций|17
413|представители единой|17
414|ходе заседания|17
415|великобритании германии|17
416|соглашение сотрудничестве|17
417|сторонниками противниками|17
418|жил нью|17
419|стоимость проекта|17
420|содержится призыв|17
421|произошел взрыв|17
422|избран председателем|16
423|участвовать обсуждении|16
424|москве очередь|16
425|настоящее больницах|16
426|франции италии|16
427|удастся договориться|16
428|объем экспорта|16
429|аналитиков данном|16
430|ядерного оружия|16
431|данным аналитиков|16
432|сообщается официальном|16
433|убийству литвиненко|16
434|сделки составила|16
435|результаты плебисцита|16
436|юрий лужков|16
437|издания настоящее|16
438|дела факту|16
439|мэр москвы|16
440|интерфакс заявил|16
441|состоится июня|16
442|данный момент|16
443|россии мнению|16
444|контрабанде мебели|16
445|россии отношении|16
446|кубка стэнли|16
447|марта результате|16
448|словам последние|16
449|суде москвы|16
450|массовые протесты|16
451|провел боев|16
452|больницах остаются|16
453|сборная россии|16
454|аудитория сервиса|16
455|официальном сайте|16
456|получении взяток|16
457|стало известно|16
458|отмечается настоящее|16
459|данным интерфакса|16
460|долларов миллиарда|16
461|копейки рубля|16
462|отношении подозреваемого|16
463|покинуть дома|15
464|ходе конфликта|15
465|работал правительстве|15
466|принятия закона|15
467|москве данным|15
468|первая попытка|15
469|россии сократился|15
470|решение выплате|15
471|проект бюджета|15
472|сша сша|15
473|составит миллиарда|15
474|настоящее содержится|15
475|чемпионат футболу|15
476|заявил исключает|15
477|издания ходе|15
478|принадлежит государству|15
479|словам представителя|15
480|проект резолюции|15
481|насчитывается долларов|15
482|ртс вырос|15
483|предусматривает выделение|15
484|признания независимости|15
485|смог совершить|15
486|произошел июня|15
487|россии песков|15
488|просьбу журналистов|15
489|издания россии|15
490|вынужден уйти|15
491|дтп пострадал|15
492|контрабанде оружия|15
493|годы получил|15
494|мошенничество совершенное|15
495|взрыва пострадал|15
496|принято фоне|14
497|алкогольного опьянения|14
498|кубометров газа|14
499|совершенное лицом|14
500|сообщении сайте|14
501|сайте следственного|14
502|издание отмечает|14
503|южной осетии|14
504|россии данным|14
505|убит ходе|14
506|неоднократно обвиняли|14
507|решение введении|14
508|столкновений полицией|14
509|решение суда|14
510|обстреляли машину|14
511|зафиксировано случаев|14
512|должность заместителя|14
513|принятия решения|14
514|сотрудников правоохранительных|14
515|руководителя театра|14
516|спортсмен провел|14
517|киеве данным|14
518|источник ракетно|14
519|провел матчей|14
520|башара асада|14
521|италии франции|14
522|ракетно космической|14
523|космической отрасли|14
524|настоящее магазине|14
525|мирных жителей|14
526|вице премьер|14
527|введен режим|14
528|ссылкой пресс|14
529|дальность полета|14
530|пресс службу|14
531|сократится процента|14
532|суд москвы|14
533|продано тонн|14
534|дтп погибли|14
535|документе указывается|14
536|оценивается долларов|14
537|составила миллиона|14
538|зафиксировано сотен|14
539|свободы условно|14
540|отметил случае|14
541|вячеслав быков|14
542|факту происшествия|14
543|завершился победой|14
544|россии хоккею|14
545|поправки закон|14
546|пенсионной системы|14
547|столкновений сторонниками|14
548|некоторым данным|14
549|реализацию проекта|14
550|подозреваемого возбуждено|13
551|возможности признания|13
552|коммерсант заявил|13
553|находится домашним|13
554|сентября сообщается|13
555|домашним арестом|13
556|опубликован сайте|13
557|дефицит бюджета|13
558|боевых действиях|13
559|виновным получении|13
560|заявил случае|13
561|создании совместного|13
562|власти сша|13
563|россии установил|13
564|ужесточить наказание|13
565|очередь заявил|13
566|покушении убийство|13
567|следствия словам|13
568|взрыва погибли|13
569|числе россиян|13
570|составила процента|13
571|состоянии алкогольного|13
572|хоккею вячеслав|13
573|швейцарии швейцарии|13
574|составляет миллиардов|13
575|эхо москвы|13
576|настаивают процедура|13
577|двое убиты|13
578|сайте компании|13
579|вынужден отказаться|13
580|бывшего главы|13
581|индекс ртс|13
582|агентства инцидент|13
583|конфликта донбассе|13
584|перестрелки произошедшей|13
585|президента украины|13
586|соответствующие поправки|13
587|регионах россии|13
588|участие боевых|13
589|режим чс|13
590|издания инцидент|13
591|проведен референдум|13
592|настоящее регионе|12
593|участвовали числе|12
594|должностными полномочиями|12
595|слушания делу|12
596|путин поручил|12
597|аварии пострадал|12
598|набрал очков|12
599|министр финансов|12
600|словам смог|12
601|совершенного марта|12
602|данным мвд|12
603|соответствующее распоряжение|12
604|составила миллиарда|12
605|сообщает эхо|12
606|россии процента|12
607|отмены санкций|12
608|объявил намерении|12
609|закон введении|12
610|новости среду|12
611|счет средств|12
612|ранее марта|12
613|злоупотреблении должностными|12
614|программы модернизации|12
615|задержан полицией|12
616|объем задолженности|12
617|жертвами конфликта|12
618|отношении представителя|12
619|средств выделенных|12
620|доказана грозит|12
621|заместителем министра|12
622|следствия ходе|12
623|агентства россии|12
624|антон силуанов|12
625|данным источника|12
626|представителя власти|12
627|напомним результате|12
628|размере миллиардов|12
629|протеста россии|12
630|принимают участие|12
631|появились сообщения|12
632|избежать войны|12
633|новая версия|12
634|годам колонии|12
635|задержан марта|12
636|соответствующее решение|12
637|отказаться посещения|12
638|общего объема|12
639|заявил газпром|12
640|покинуть страну|12
641|сотрудниками милиции|12
642|сделка состоится|12
643|ходе спецоперации|12
644|работал заместителем|12
645|конфликта стали|12
646|заместителем председателя|12
647|сообщили полиции|11
648|произошел магазине|11
649|смог разрешение|11
650|беседы убиты|11
651|размер пособия|11
652|релиз игры|11
653|причины катастрофы|11
654|образом россии|11
655|избежать наказания|11
656|россии проведено|11
657|встреча завершилась|11
658|входит десятку|11
659|данным погибли|11
660|начался весной|11
661|районе чечни|11
662|сообщил ходе|11
663|очередь заявляют|11
664|начале июля|11
665|настоящее министерстве|11
666|составил миллиона|11
667|насчитывается избирателей|11
668|причастности убийству|11
669|магнитудой процента|11
670|удовлетворил ходатайство|11
671|хранении оружия|11
672|подписал президент|11
673|признал вину|11
674|авария произошла|11
675|является одним|11
676|абхазии южной|11
677|километре мкад|11
678|министра финансов|11
679|районе подмосковья|11
680|турнирной таблице|11
681|районе села|11
682|уголовной ответственности|11
683|органах результате|11
684|хранении наркотиков|11
685|совместного предприятия|11
686|приводит риа|11
687|дмитрием медведевым|11
688|экономику россии|11
689|передает интерфакс|11
690|увеличилась процента|11
691|автобусе находились|11
692|словам чемпионом|11
693|подчеркнул случае|11
694|сложности общей|11
695|происшествия возбуждено|11
696|отношении россии|11
697|никаких заявлений|11
698|начато расследование|11
699|задолженности кредитам|11
700|словам исключен|11
701|москве состоялся|11
702|обвиняли друга|11
703|штаб квартира|11
704|ключевой ставки|11
705|квадратных метров|11
706|инфляция россии|11
707|роста цен|11
708|известно результате|11
709|насилия отношении|11
710|регионах страны|11
711|размере миллиарда|11
712|россии выиграл|11
713|представители оппозиции|11
714|россии возбуждено|11
715|поручил правительству|11
716|признать результаты|11
717|боевиков убиты|11
718|составляет миллиона|11
719|ожидается ближайшее|11
720|произошел апреля|11
721|отказываться проведения|11
722|задержаны двое|11
723|завершилась счетом|11
724|повышении ключевой|11
725|смог выбраться|11
726|крушения погибли|11
727|годы провел|11
728|готовы принять|11
729|дела отношении|11
730|авторы исследования|10
731|считаем решение|10
732|триллиона рублей|10
733|средств резервного|10
734|службе управления|10
735|путин передает|10
736|резервного фонда|10
737|стоимость контракта|10
738|подписал закон|10
739|насчитывается общего|10
740|опубликованном сайте|10
741|составляет рублей|10
742|футболу пройдет|10
743|исламское государство|10
744|поставки газа|10
745|уголовного кодекса|10
746|государство иг|10
747|напомним ходе|10
748|ходе голосования|10
749|собеседник агентства|10
750|доме находились|10
751|годы сша|10
752|дтп пострадали|10
753|совершено покушение|10
754|задержаны числе|10
755|составил рублей|10
756|партия яблоко|10
757|сообщили правоохранительных|10
758|дела возбуждении|10
759|вошел состав|10
760|госпитализирован тяжелом|10
761|документе содержится|10
762|фоне роста|10
763|идет гражданская|10
764|задержан ходе|10
765|республик донбасса|10
766|органы утверждают|10
767|арестован рамках|10
768|кодекса рф|10
769|заявил стране|10
770|теракта беслане|10
771|обжаловать решение|10
772|москве введен|10
773|кредитам составил|10
774|аналитиков россии|10
775|министерстве обороны|10
776|тяжелое ранение|10
777|активе спортсменки|10
778|распоряжение подписал|10
779|беспорядков погибли|10
780|фунтов стерлингов|10
781|мэром новгорода|10
782|составит процента|10
783|акция протеста|10
784|запрещена россии|10
785|сервиса выросла|10
786|миллиардов кубометров|10
787|полиция задержала|10
788|настоящее является|10
789|частности арестован|10
790|коммерсант ссылаясь|10
791|независимости абхазии|10
792|избран мэром|10
793|пожарных расчетов|10
794|новости ссылаясь|10
795|закон запрете|10
796|прибыли специалисты|10
797|начале россии|10
798|предыдущий рекорд|10
799|регионе действуют|10
800|запрете пропаганды|10
801|дела принято|10
802|понедельник сентября|10
803|дмитрий песков|10
804|ближайшее россии|10
805|сделка завершена|10
806|олимпийских играх|10
807|бюджетных средств|10
808|фоне присоединения|10
809|власти москвы|10
810|составляет километров|10
811|рублей миллиарда|10
812|сообщалось настоящее|10
813|ответ просьбу|10
814|объема потребления|10
815|нападавшие обстреляли|10
816|иг запрещена|10
817|получил взятку|10
818|владимира путина|10
819|решение банкротстве|10
820|издание настоящее|10
821|выяснилось ходе|10
822|москве задержан|10
823|крым вошел|10
824|идет сумме|10
825|россии россии|10
826|некоторых регионах|9
827|опрошенных считают|9
828|сша канады|9
829|задержан марте|9
830|данным ведомства|9
831|предыдущих предыдущих|9
832|статье уголовного|9
833|одесской области|9
834|коммерсант россии|9
835|доллара ммвб|9
836|оружия боеприпасов|9
837|сша проживают|9
838|сотрудниками правоохранительных|9
839|июня результате|9
840|комитета рф|9
841|информации агентства|9
842|десятку крупнейших|9
843|указывается настоящее|9
844|марта сообщается|9
845|стадии разработки|9
846|собеседника издания|9
847|годы цены|9
848|представителями самопровозглашенных|9
849|признан лучшим|9
850|беслане погибли|9
851|сми появлялась|9
852|газа европу|9
853|перестрелки убиты|9
854|отношения убийству|9
855|россии сергей|9
856|составляет миллиарда|9
857|кредита размере|9
858|возглавил черный|9
859|последние месяцев|9
860|перестрелки пострадал|9
861|страны сократится|9
862|росстата россии|9
863|прибудет москву|9
864|совершить преступление|9
865|цены выросли|9
866|лучшим игроком|9
867|серебряную медаль|9
868|беседы частности|9
869|магнитудой тысячи|9
870|числе киеве|9
871|количества подписей|9
872|официальным данным|9
873|чемпионом выиграв|9
874|сергей иванов|9
875|данным жертвами|9
876|покушение убийство|9
877|ближайших трех|9
878|настоящее игре|9
879|выделение кредита|9
880|жертв среди|9
881|предложения составил|9
882|рост ввп|9
883|ответственность случившееся|9
884|порошенко заявил|9
885|стране примут|9
886|заявил регионе|9
887|акций компании|9
888|пособия составил|9
889|потребления газа|9
890|пройдут марте|9
891|двое боевиков|9
892|провел составе|9
893|отказался признать|9
894|киеве погибли|9
895|работают следователи|9
896|аналитиков произойти|9
897|первые матчи|9
898|полученных ранений|9
899|сообщении подчеркивается|9
900|чемпионат хоккею|9
901|температура воздуха|9
902|углеводородов сша|9
903|пойдут поддержание|9
904|очередь москве|9
905|мвд рф|9
906|россии состоялся|9
907|результате пострадал|9
908|убит результате|9
909|большинство погибли|9
910|организованной группы|9
911|факту хищения|9
912|депутаты госдумы|9
913|происшествия погиб|9
914|федеральному округу|9
915|работают сотрудники|9
916|рекорд установлен|9
917|признает виновным|9
918|интерфакс сообщает|9
919|встреча состоялась|9
920|власти россии|9
921|составила долларов|9
922|представители самопровозглашенных|9
923|обнаружен мертвым|9
924|проведено уголовных|9
925|скором украине|9
926|тура чемпионата|9
927|совершить посадку|9
928|экспорта россии|9
929|годы киев|9
930|составе организованной|9
931|очередь настаивают|9
932|возглавил газпром|9
933|черный список|9
934|среду вечером|9
935|открытом доступе|9
936|поединок состоялся|9
937|милиции двое|9
938|сотрудничестве россией|9
939|комментируя решение|9
940|песков заявил|9
941|выразил надежду|9
942|появлялась информация|9
943|числе странах|9
944|окончательное решение|8
945|договориться вступлении|8
946|целом мнению|8
947|выйдет прокат|8
948|напомним среду|8
949|объем торгов|8
950|уголовные дела|8
951|президента башара|8
952|выступил президент|8
953|нападавшие скрылись|8
954|россию ведении|8
955|ранее результате|8
956|сообщает официальный|8
957|прекращения огня|8
958|дтп произошедшей|8
959|компании выросла|8
960|сложности россии|8
961|тюрьме находятся|8
962|доме престарелых|8
963|президента страны|8
964|присоединения крыма|8
965|мнению авторов|8
966|необходимо ввести|8
967|тысячи рублей|8
968|ходе совещания|8
969|проведен обыск|8
970|знаю происходит|8
971|числа зарегистрированных|8
972|дональда трампа|8
973|мировом рынке|8
974|копеек рубля|8
975|хищения бюджетных|8
976|официальный сайт|8
977|обсуждения документа|8
978|проводится проверка|8
979|издание инцидент|8
980|стран снг|8
981|цена газ|8
982|крупном размере|8
983|первая встреча|8
984|избежать отмены|8
985|видит необходимости|8
986|данным ходе|8
987|предъявлено обвинение|8
988|внесении изменений|8
989|кампании киеве|8
990|правительства среду|8
991|составил долларов|8
992|перестрелке сотрудниками|8
993|обладателем кубка|8
994|очередь заявили|8
995|государства отметил|8
996|финансов россии|8
997|районе города|8
998|настоящее стоимость|8
999|арестован арестован|8
1000|россии проживают|8
1001|лужков предложил|8
1002|украинские власти|8
1003|шпионаже пользу|8
1004|иностранных россии|8
1005|установить причину|8
1006|банкротстве принято|8
1007|расследования выяснилось|8
1008|двое госпитализированы|8
1009|пострадали человека|8
1010|финансов антон|8
1011|начале президент|8
1012|решение возобновлении|8
1013|инвестиций проект|8
1014|мвд россии|8
1015|признания виновными|8
1016|вынужден покинуть|8
1017|числа граждан|8
1018|донбассе начался|8
1019|заседания правительства|8
1020|трем годам|8
1021|заявил президент|8
1022|судебный процесс|8
1023|компании составила|8
1024|особо крупном|8
1025|внесен госдуму|8
1026|предложил правительству|8
1027|очередь очередь|8
1028|лигу чемпионов|8
1029|продажи билетов|8
1030|котором примут|8
1031|франция италия|8
1032|президента рф|8
1033|поставит россии|8
1034|серия терактов|8
1035|государства заявил|8
1036|теракта совершенного|8
1037|стоимость билетов|8
1038|органах столицы|8
1039|сми появились|8
1040|президентом сша|8
1041|конце россии|8
1042|полета составляет|8
1043|проекта оценивается|8
1044|марта госдуме|8
1045|районе находятся|8
1046|сша намерены|8
1047|частности принят|8
1048|европейская валюта|8
1049|заместителя начальника|8
1050|заявил россии|8
1051|отток капитала|8
1052|связи инцидентом|8
1053|повышении пошлин|8
1054|ходе драки|8
1055|образом суд|8
1056|квадратного метра|8
1057|противниками президента|8
1058|бывшего президента|8
1059|службу гу|8
1060|втб втб|8
1061|обвиняет россию|8
1062|течение полугода|8
1063|деле фигурирует|8
1064|регионе примут|8
1065|истории страны|8
1066|управления следственного|8
1067|пресс секретарь|8
1068|переговоры вступлении|8
1069|создании единой|8
1070|образом число|8
1071|срок действия|7
1072|среду апреля|7
1073|данным сми|7
1074|самых богатых|7
1075|ссылаясь просьбу|7
1076|госдумы предложили|7
1077|разработки ядерного|7
1078|пройдут марта|7
1079|субботу февраля|7
1080|воздержаться поездок|7
1081|киев отказался|7
1082|стоимость квадратного|7
1083|представители евросоюза|7
1084|сообщили результате|7
1085|арбитражный суд|7
1086|членов правительства|7
1087|прошел москве|7
1088|призвал избегать|7
1089|гувд москвы|7
1090|чемпионата россии|7
1091|ющенко призвал|7
1092|решение признании|7
1093|аналитиков стране|7
1094|тюрьме проживают|7
1095|конце президент|7
1096|произошел февраля|7
1097|возглавил автоваз|7
1098|киеве называют|7
1099|председатель правления|7
1100|москве настаивают|7
1101|пожарные расчеты|7
1102|зарегистрированных избирателей|7
1103|настоящее москве|7
1104|области михаил|7
1105|добиваться выдачи|7
1106|страны воздержаться|7
1107|очередь россии|7
1108|составит долларов|7
1109|процента годом|7
1110|цены нефть|7
1111|мвд москве|7
1112|хоккею пройдет|7
1113|общий объем|7
1114|городах россии|7
1115|выборах президента|7
1116|поднялась процента|7
1117|выиграл суперкубок|7
1118|частности чемпионом|7
1119|руководителя департамента|7
1120|первом туре|7
1121|прокат октябре|7
1122|разработали план|7
1123|правительство россии|7
1124|марта районе|7
1125|взрыв произошел|7
1126|словам организаторов|7
1127|удастся доказать|7
1128|обама призвал|7
1129|пятое турнирной|7
1130|оценивалась долларов|7
1131|россии марте|7
1132|барака обамы|7
1133|настоящее квартире|7
1134|южный поток|7
1135|чемпионата европы|7
1136|обвинения адрес|7
1137|вступил силу|7
1138|ммвб вырос|7
1139|закон пенсионной|7
1140|находился розыске|7
1141|оппозиционной партии|7
1142|использованы предотвращения|7
